species
Abarema macradenia
Bouvardia quinquenervata
Bouvardia tenuifolia
Bouvardia ternifolia
Bouvardia viminalis
Bowlesia incana
Boykinia aconitifolia
Boykinia heucheriformis
Boykinia jamesii
Boykinia major
Boykinia occidentalis
Boykinia richardsonii
Boykinia rotundifolia
Brachiaria adspersa
Brachiaria arizonica
Brachiaria fasciculata
Brachiaria mutica
Brachiaria platyphylla
Brachiaria reptans
Brachiaria texana
Brachychiton acerifolius
Brachychiton populneus
Brachychiton rupestris
Brachyelytrum aristosum
Brachyelytrum erectum
Brachypodium distachyon
Brachypodium sylvaticum
Brachystigma wrightii
Brachythecium albicans
Brachythecium bolanderi
Brachythecium campestre
Brachythecium frigidum
Brachythecium laetum
Brachythecium rivulare
Brachythecium rutabulum
Brachythecium salebrosum
Brachythecium velutinum
Bradburia hirtella
Brahea armata
Brahea brandegeei
Brahea decumbens
Brahea dulcis
Brahea salvadorensis
Brasenia schreberi
Brasiliopuntia brasiliensis
Brassavola appendiculata
Brassavola cucullata
Brassavola nodosa
Brassia verrucosa
Brassica juncea
Brassica napus
Brassica nigra
Brassica oleracea
Brassica rapa
Brassica tournefortii
Bravaisia berlandieriana
Braya glabella
Braya humilis
Braya thorild-wulffii
Brazoria arenaria
Brazoria truncata
Breynia disticha
Brickellia amplexicaulis
Brickellia atractyloides
Brickellia baccharidea
Brickellia betonicifolia
Brickellia californica
Brickellia cordifolia
Brickellia coulteri
Brickellia cylindracea
Brickellia dentata
Brickellia desertorum
Brickellia diffusa
Brickellia eupatorioides
Brickellia floribunda
Brickellia frutescens
Brickellia grandiflora
Brickellia incana
Brickellia laciniata
Brickellia lemmonii
Brickellia longifolia
Brickellia microphylla
Brickellia nevinii
Brickellia oblongifolia
Brickellia oreithales
Brickellia paniculata
Brickellia pendula
Brickellia peninsularis
Brickellia rhomboidea
Brickellia rusbyi
Brickellia secundiflora
Brickellia sonorana
Brickellia spinulosa
Brickellia tomentella
Brickellia venosa
Brickellia veronicifolia
Brickelliastrum fendleri
Brillantaisia owariensis
Brintonia discoidea
Briza maxima
Briza media
Briza minor
Brodiaea coronaria
Brodiaea elegans
Brodiaea jolonensis
Brodiaea minor
Brodiaea nana
Brodiaea santarosae
Brodiaea stellaris
Brodiaea terrestris
Bromelia alsodes
Bromelia chrysantha
Bromelia hemisphaerica
Bromelia karatas
Bromelia palmeri
Bromelia pinguin
Bromus anomalus
Bromus arenarius
Bromus arizonicus
Bromus arvensis
Bromus berteroanus
Bromus biebersteinii
Bromus briziformis
Bromus carinatus
Bromus catharticus
Bromus cebadilla
Bromus ciliatus
Bromus commutatus
Bromus diandrus
Bromus erectus
Bromus hordeaceus
Bromus inermis
Bromus japonicus
Bromus kalmii
Bromus laevipes
Bromus lanceolatus
Bromus latiglumis
Bromus madritensis
Bromus marginatus
Bromus maritimus
Bromus nottowayanus
Bromus porteri
Bromus pubescens
Bromus pumpellianus
Bromus racemosus
Bromus rigidus
Bromus rubens
Bromus secalinus
Bromus sitchensis
Bromus squarrosus
Bromus sterilis
Bromus tectorum
Bromus vulgaris
Brongniartia alamosana
Brongniartia foliolosa
Brongniartia inconstans
Brongniartia intermedia
Brongniartia lupinoides
Brongniartia minutifolia
Brongniartia mortonii
Brongniartia podalyrioides
Brosimum alicastrum
Brosimum costaricanum
Brosimum guianense
Brosimum lactescens
Brosimum utile
Brothera leana
Brotherella recurvans
Broughtonia lindenii
Broussonetia papyrifera
Browallia americana
Brownea macrophylla
Brownea rosa-de-monte
Brugmansia arborea
Brugmansia aurea
Brugmansia insignis
Brugmansia sanguinea
Brugmansia suaveolens
Brunellia mexicana
Brunfelsia australis
Brunfelsia densifolia
Brunfelsia pauciflora
Brunnera macrophylla
Brunnichia ovata
Bryantiella palmeri
Bryhnia graminicolor
Bryhnia novae-angliae
Bryoandersonia illecebra
Bryolawtonia vancouveriensis
Bryonia alba
Bryophyllum houghtonii
Bryopsis corticulans
Bryopsis hypnoides
Bryopsis pennata
Bryopsis plumosa
Bryothamnion triquetrum
Bryoxiphium norvegicum
Bryum argenteum
Bryum caespiticium
Bryum caespiticum
Bryum canariense
Bryum dichotomum
Bryum laevifilum
Bryum miniatum
Bryum pseudotriquetrum
Buchnera americana
Buchnera floridana
Buchnera obliqua
Buchnera pusilla
Buckiella undulata
Buckleya distichophylla
Buddleja americana
Buddleja asiatica
Buddleja cordata
Buddleja corrugata
Buddleja crotonoides
Buddleja davidii
Buddleja lindleyana
Buddleja madagascariensis
Buddleja marrubiifolia
Buddleja nitida
Buddleja parviflora
Buddleja perfoliata
Buddleja racemosa
Buddleja scordioides
Buddleja sessiliflora
Buddleja skutchii
Buddleja utahensis
Buglossoides arvensis
Bulbine frutescens
Bulbophyllum sordidum
Bulbostylis barbata
Bulbostylis capillaris
Bulbostylis ciliatifolia
Bulbostylis paradoxa
Bulbostylis stenophylla
Bulbostylis tenuifolia
Bulbostylis warei
Bunchosia biocellata
Bunchosia caroli
Bunchosia lindeniana
Bunchosia montana
Bunchosia nitida
Bunchosia palmeri
Bunchosia sonorensis
Bunchosia swartziana
Bupleurum americanum
Bupleurum rotundifolium
Burmannia biflora
Burmannia capitata
Burmeistera crebra
Burmeistera cyclostigmata
Burmeistera microphylla
Burmeistera parviflora
Bursera aptera
Bursera bipinnata
Bursera cerasiifolia
Bursera copallifera
Bursera crenata
Bursera cuneata
Bursera diversifolia
Bursera epinnata
Bursera excelsa
Bursera exequielii
Bursera fagaroides
Bursera filicifolia
Bursera galeottiana
Bursera glabrifolia
Bursera grandifolia
Bursera graveolens
Bursera hindsiana
Bursera instabilis
Bursera kerberi
Bursera lancifolia
Bursera laxiflora
Bursera littoralis
Bursera longipes
Bursera microphylla
Bursera morelensis
Bursera multijuga
Bursera palmeri
Bursera penicillata
Bursera ribana
Bursera roseana
Bursera rupicola
Bursera schlechtendalii
Bursera silviae
Bursera simaruba
Bursera stenophylla
Bursera submoniliformis
Bursera tomentosa
Butia capitata
Butia odorata
Butomus umbellatus
Buxbaumia aphylla
Buxbaumia piperi
Buxbaumia viridis
Buxus microphylla
Buxus sempervirens
Byrsonima bucidaefolia
Byrsonima bucidifolia
Byrsonima crassifolia
Byrsonima lucida
Byrsonima verbascifolia
Byttneria aculeata
Byttneria microphylla
Cabomba caroliniana
Cabomba palaeformis
Cacaliopsis nardosmia
Caesalpinia bonduc
Caesalpinia coriaria
Caesalpinia decapetala
Caesalpinia gilliesii
Caesalpinia platyloba
Caesalpinia pulcherrima
Caesalpinia punctata
Caesalpinia sclerocarpa
Cajanus cajan
Cakile constricta
Cakile edentula
Cakile geniculata
Cakile lanceolata
Cakile maritima
Caladium bicolor
Calamagrostis canadensis
Calamagrostis coarctata
Calamagrostis epigejos
Calamagrostis inexpansa
Calamagrostis nutkaensis
Calamagrostis ophitidis
Calamagrostis porteri
Calamagrostis purpurascens
Calamagrostis rubescens
Calamagrostis stricta
Calandrinia acaulis
Calandrinia ciliata
Calandrinia menziesii
Calanthe calanthoides
Calathea crotalifera
Calathea lutea
Calatola costaricensis
Calceolaria mexicana
Calceolaria trilobata
Calceolaria tripartita
Calcicola parvifolia
Calcicola sericea
Calea jamaicensis
Calea ternifolia
Calea urticifolia
Calendula arvensis
Calendula officinalis
Calepina irregularis
Calibrachoa parviflora
Calla palustris
Callaeum macropterum
Callaeum septentrionale
Callerya reticulata
Calliandra biflora
Calliandra caeciliae
Calliandra californica
Calliandra conferta
Calliandra eriophylla
Calliandra grandifolia
Calliandra haematocephala
Calliandra haematomma
Calliandra hirsuta
Calliandra houstoniana
Calliandra humilis
Calliandra peninsularis
Calliandra surinamensis
Calliandra tergemina
Callianthe picta
Callianthe purpusii
Calliarthron cheilosporioides
Calliarthron tuberculosum
Callicarpa acuminata
Callicarpa americana
Callicarpa dichotoma
Callicladium haldanianum
Calliergon cordifolium
Calliergonella cuspidata
Calliergonella lindbergii
Callirhoe alcaeoides
Callirhoe bushii
Callirhoe digitata
Callirhoe involucrata
Callirhoe leiocarpa
Callirhoe papaver
Callirhoe triangulata
Calliscirpus brachythrix
Calliscirpus criniger
Callisia fragrans
Callisia gentlei
Callisia graminea
Callisia micrantha
Callisia navicularis
Callisia ornata
Callisia repens
Callisia rosea
Callisia warszewicziana
Callistemon viminalis
Callistephus chinensis
Callithamnion pikeanum
Callitriche hermaphroditica
Callitriche heterophylla
Callitriche marginata
Callitriche nuttallii
Callitriche palustris
Callitriche stagnalis
Callitriche terrestris
Callophyllis flabellulata
Callophyllis violacea
Calluna vulgaris
Calocedrus decurrens
Calochortus albus
Calochortus amabilis
Calochortus ambiguus
Calochortus apiculatus
Calochortus argillosus
Calochortus aureus
Calochortus balsensis
Calochortus barbatus
Calochortus bruneaunis
Calochortus cernuus
Calochortus clavatus
Calochortus eurycarpus
Calochortus exilis
Calochortus flexuosus
Calochortus fuscus
Calochortus ghiesbreghtii
Calochortus gunnisonii
Calochortus hartwegii
Calochortus invenustus
Calochortus kennedyi
Calochortus leichtlinii
Calochortus luteus
Calochortus macrocarpus
Calochortus marcellae
Calochortus mendozae
Calochortus minimus
Calochortus nuttallii
Calochortus pringlei
Calochortus purpureus
Calochortus spatulatus
Calochortus splendens
Calochortus subalpinus
Calochortus superbus
Calochortus tolmiei
Calochortus uniflorus
Calochortus venustulus
Calochortus venustus
Calodendrum capense
Calophyllum antillanum
Calophyllum brasiliense
Calophyllum inophyllum
Calopogon barbatus
Calopogon pallidus
Calopogon tuberosus
Calopogonium caeruleum
Calopogonium mucunoides
Calotropis gigantea
Calotropis procera
Caltha leptosepala
Caltha natans
Caltha palustris
Calycadenia fremontii
Calycadenia mollis
Calycadenia multiglandulosa
Calycadenia pauciflora
Calycadenia truncata
Calycanthus floridus
Calycanthus occidentalis
Calycobolus nutans
Calycocarpum lyonii
Calycophyllum candidissimum
Calycoseris parryi
Calycoseris wrightii
Calypogeia fissa
Calypogeia muelleriana
Calypso bulbosa
Calyptocarpus vialis
Calyptocarpus wendlandii
Calyptranthes chiapensis
Calyptranthes chytraculia
Calyptranthes hylobates
Calyptranthes pallens
Calyptranthes venulosa
Calyptranthes zuzygium
Calyptrogyne ghiesbreghtiana
Calystegia atriplicifolia
Calystegia catesbeiana
Calystegia collina
Calystegia hederacea
Calystegia longipes
Calystegia macrostegia
Calystegia malacophylla
Calystegia occidentalis
Calystegia purpurata
Calystegia sepium
Calystegia silvatica
Calystegia soldanella
Calystegia spithamaea
Calystegia subacaulis
Camassia angusta
Camassia cusickii
Camassia leichtlinii
Camassia quamash
Camassia scilloides
Camelina microcarpa
Camelina rumelica
Camelina sativa
Camellia japonica
Camellia oleifera
Camellia sinensis
Camissonia campestris
Camissonia contorta
Camissonia kernensis
Camissonia ovata
Camissonia parvula
Camissonia pusilla
Camissonia strigulosa
Camissonia subacaulis
Camissonia tanacetifolia
Camissoniopsis bistorta
Camissoniopsis cheiranthifolia
Camissoniopsis confusa
Camissoniopsis guadalupensis
Camissoniopsis hirtella
Camissoniopsis ignota
Camissoniopsis intermedia
Camissoniopsis lewisii
Camissoniopsis micrantha
Camissoniopsis pallida
Camissoniopsis robusta
Camonea umbellata
Campanula alaskana
Campanula americana
Campanula angustiflora
Campanula aparinoides
Campanula aurita
Campanula cervicaria
Campanula divaricata
Campanula floridana
Campanula giesekiana
Campanula glomerata
Campanula griffinii
Campanula intercedens
Campanula lasiocarpa
Campanula latifolia
Campanula medium
Campanula parryi
Campanula persicifolia
Campanula piperi
Campanula poscharskyana
Campanula prenanthoides
Campanula punctata
Campanula rapunculoides
Campanula reverchonii
Campanula rotundifolia
Campanula scabrella
Campanula scouleri
Campanula trachelium
Campanula uniflora
Campsis grandiflora
Campsis radicans
Campyliadelphus chrysophyllus
Campylium chrysophyllum
Campylium stellatum
Campylocentrum micranthum
Campylocentrum schiedei
Campyloneurum amphostenon
Campyloneurum angustifolium
Campyloneurum brevifolium
Campyloneurum costatum
Campylopus atrovirens
Campylopus introflexus
Canadanthus modestus
Cananga odorata
Canavalia brasiliensis
Canavalia cathartica
Canavalia ensiformis
Canavalia oxyphylla
Canavalia rosea
Canavalia septentrionalis
Canavalia villosa
Canella winterana
Canna flaccida
Canna generalis
Canna glauca
Canna indica
Cannabis sativa
Canotia holacantha
Cantinoa mutabilis
Cantinoa pinetorum
Caperonia castaneifolia
Caperonia palustris
Capnoides sempervirens
Capparidastrum discolor
Capparidastrum frondosum
Capparidastrum mollicellum
Capparis cynophallophora
Capparis spinosa
Capraria biflora
Capraria frutescens
Capraria mexicana
Capsella bursa-pastoris
Capsicum annuum
Capsicum chinense
Capsicum pubescens
Capsicum rhomboideum
Caragana arborescens
Caragana frutex
Caragana pygmaea
Carapa guianensis
Cardamine angulata
Cardamine angustata
Cardamine bellidifolia
Cardamine breweri
Cardamine bulbosa
Cardamine californica
Cardamine concatenata
Cardamine constancei
Cardamine cordifolia
Cardamine digitata
Cardamine diphylla
Cardamine dissecta
Cardamine douglassii
Cardamine flagellifera
Cardamine flexuosa
Cardamine fulcrata
Cardamine heptaphylla
Cardamine hirsuta
Cardamine impatiens
Cardamine maxima
Cardamine nuttallii
Cardamine nymanii
Cardamine occidentalis
Cardamine occulta
Cardamine oligosperma
Cardamine pachystigma
Cardamine parviflora
Cardamine pattersonii
Cardamine penduliflora
Cardamine pensylvanica
Cardamine pratensis
Cardamine purpurea
Cardamine rotundifolia
Cardamine umbellata
Cardionema ramosissima
Cardiospermum corindum
Cardiospermum grandiflorum
Cardiospermum halicacabum
Cardiospermum microcarpum
Carduus acanthoides
Carduus crispus
Carduus macrocephalus
Carduus nutans
Carduus pycnocephalus
Carduus tenuiflorus
Carex abscondita
Carex adusta
Carex aggregata
Carex alata
Carex albicans
Carex albolutescens
Carex albursina
Carex alopecoidea
Carex amphibola
Carex amplifolia
Carex annectens
Carex anthoxanthea
Carex aperta
Carex appalachica
Carex aquatilis
Carex arcta
Carex arctata
Carex arkansana
Carex assiniboinensis
Carex atherodes
Carex athrostachya
Carex atlantica
Carex atratiformis
Carex aurea
Carex aureolensis
Carex austrolucorum
Carex backii
Carex baileyi
Carex baltzellii
Carex barbarae
Carex barrattii
Carex basiantha
Carex bebbii
Carex bella
Carex bicknellii
Carex bicolor
Carex bigelowii
Carex blanda
Carex brainerdii
Carex brevicaulis
Carex brevior
Carex breweri
Carex bromoides
Carex brunnescens
Carex bulbostylis
Carex bullata
Carex bushii
Carex buxbaumii
Carex californica
Carex canescens
Carex capillaris
Carex capitata
Carex careyana
Carex caroliniana
Carex castanea
Carex cephaloidea
Carex cephalophora
Carex chalciolepis
Carex cherokeensis
Carex chordorrhiza
Carex circinata
Carex collinsii
Carex comans
Carex communis
Carex comosa
Carex complanata
Carex concinna
Carex concinnoides
Carex conjuncta
Carex conoidea
Carex corrugata
Carex crawei
Carex crawfordii
Carex crebriflora
Carex crinita
Carex cristatella
Carex crus-corvi
Carex cryptolepis
Carex cumberlandensis
Carex cumulata
Carex cusickii
Carex dasycarpa
Carex davisii
Carex debilis
Carex decomposita
Carex deflexa
Carex densa
Carex deweyana
Carex diandra
Carex digitalis
Carex disperma
Carex divulsa
Carex douglasii
Carex duriuscula
Carex eburnea
Carex echinata
Carex echinodes
Carex edwardsiana
Carex elliottii
Carex emoryi
Carex engelmannii
Carex exilis
Carex exsiccata
Carex extensa
Carex festucacea
Carex feta
Carex filifolia
Carex fissa
Carex flacca
Carex flaccosperma
Carex flava
Carex floridana
Carex foenea
Carex folliculata
Carex formosa
Carex fracta
Carex frankii
Carex fraseriana
Carex fuliginosa
Carex garberi
Carex geyeri
Carex gigantea
Carex glacialis
Carex glareosa
Carex glaucescens
Carex glaucodea
Carex globosa
Carex gracillima
Carex granularis
Carex gravida
Carex grayi
Carex grisea
Carex gynandra
Carex gynocrates
Carex gynodynama
Carex halliana
Carex harfordii
Carex haydeniana
Carex haydenii
Carex hendersonii
Carex heteroneura
Carex hirsutella
Carex hirta
Carex hirtifolia
Carex hitchcockiana
Carex hoodii
Carex hormathodes
Carex houghtoniana
Carex hyalinolepis
Carex hystericina
Carex inops
Carex interior
Carex intumescens
Carex jamesii
Carex joorii
Carex kelloggii
Carex kobomugi
Carex kraliana
Carex lachenalii
Carex lacustris
Carex laeviculmis
Carex laevivaginata
Carex lasiocarpa
Carex latebracteata
Carex laxiculmis
Carex laxiflora
Carex leavenworthii
Carex lenticularis
Carex leporina
Carex leptalea
Carex leptonervia
Carex leptopoda
Carex limosa
Carex livida
Carex lonchocarpa
Carex longii
Carex louisianica
Carex lucorum
Carex lupuliformis
Carex lupulina
Carex lurida
Carex luzulina
Carex lyngbyei
Carex mackenziei
Carex macrocephala
Carex macrochaeta
Carex magellanica
Carex maritima
Carex meadii
Carex media
Carex membranacea
Carex mendocinensis
Carex merritt-fernaldii
Carex mertensii
Carex mesochorea
Carex michauxiana
Carex microchaeta
Carex microdonta
Carex microglochin
Carex micropoda
Carex microptera
Carex mitchelliana
Carex molesta
Carex molestiformis
Carex muehlenbergii
Carex multicaulis
Carex multicostata
Carex muskingumensis
Carex myosuroides
Carex nardina
Carex nebrascensis
Carex nigra
Carex nigricans
Carex nigromarginata
Carex normalis
Carex norvegica
Carex novae-angliae
Carex nudata
Carex obnupta
Carex obtusata
Carex oederi
Carex oklahomensis
Carex oligocarpa
Carex oligosperma
Carex opaca
Carex oreocharis
Carex ormostachya
Carex ouachitana
Carex oxylepis
Carex ozarkana
Carex pachystachya
Carex paleacea
Carex pallescens
Carex panicea
Carex pansa
Carex pauciflora
Carex peckii
Carex pedunculata
Carex pellita
Carex pendula
Carex pensylvanica
Carex petasata
Carex petricosa
Carex picta
Carex planispicata
Carex planostachys
Carex plantaginea
Carex platyphylla
Carex pluriflora
Carex podocarpa
Carex praeceptorum
Carex praegracilis
Carex prairea
Carex prasina
Carex praticola
Carex projecta
Carex pseudocyperus
Carex radiata
Carex rariflora
Carex raynoldsii
Carex reniformis
Carex retroflexa
Carex retrorsa
Carex reznicekii
Carex richardsonii
Carex rosea
Carex rossii
Carex rostrata
Carex sabulosa
Carex salina
Carex sartwelliana
Carex sartwellii
Carex saxatilis
Carex saximontana
Carex scabrata
Carex scirpoidea
Carex scoparia
Carex scopulorum
Carex secalina
Carex senta
Carex serratodens
Carex shortiana
Carex siccata
Carex silicea
Carex simpliciuscula
Carex simulata
Carex socialis
Carex sparganioides
Carex spectabilis
Carex spicata
Carex spissa
Carex sprengelii
Carex squarrosa
Carex stenolepis
Carex sterilis
Carex stipata
Carex straminiformis
Carex striata
Carex striatula
Carex stricta
Carex styloflexa
Carex stylosa
Carex subbracteata
Carex suberecta
Carex subfusca
Carex subspathacea
Carex subviridula
Carex swanii
Carex sychnocephala
Carex sylvatica
Carex tenax
Carex tenera
Carex tenuiflora
Carex tetanica
Carex tetrastachya
Carex texensis
Carex timida
Carex tincta
Carex tonsa
Carex torta
Carex triangularis
Carex tribuloides
Carex trichocarpa
Carex triquetra
Carex trisperma
Carex tuckermanii
Carex tumulicola
Carex turgescens
Carex typhina
Carex umbellata
Carex unilateralis
Carex ursina
Carex utriculata
Carex vaginata
Carex vernacula
Carex verrucosa
Carex vesicaria
Carex vestita
Carex virescens
Carex viridistellata
Carex vulpinoidea
Carex wiegandii
Carex willdenowii
Carex woodii
Carex xerophila
Carex zikae
Carica papaya
Carissa bispinosa
Carissa macrocarpa
Carlina vulgaris
Carlowrightia arizonica
Carlowrightia linearifolia
Carlowrightia mcvaughii
Carlowrightia neesiana
Carlowrightia parviflora
Carlowrightia pectinata
Carlowrightia texana
Carlowrightia torreyana
Carludovica palmata
Carmichaelia australis
Carminatia recondita
Carminatia tenuiflora
Carnegiea gigantea
Carphephorus bellidifolius
Carphephorus carnosus
Carphephorus corymbosus
Carphephorus odoratissimus
Carphephorus paniculatus
Carphephorus pseudoliatris
Carphephorus tomentosus
Carphochaete bigelovii
Carphochaete durangensis
Carphochaete grahamii
Carphochaete pringlei
Carphochaete wislizenii
Carpinus betulus
Carpinus caroliniana
Carpinus tropicalis
Carpobrotus acinaciformis
Carpobrotus aequilaterus
Carpobrotus chilensis
Carpobrotus edulis
Carpobrotus glaucescens
Carpotroche platyptera
Carrichtera annua
Carterella alexanderae
Carthamus lanatus
Carthamus tinctorius
Cartrema americana
Cartrema floridana
Carum carvi
Carya alba
Carya aquatica
Carya carolinae-septentrionalis
Carya cordiformis
Carya floridana
Carya glabra
Carya illinoiensis
Carya laciniosa
Carya myristiciformis
Carya ovalis
Carya ovata
Carya pallida
Carya texana
Caryopteris clandonensis
Caryota maxima
Caryota mitis
Casasia clusiifolia
Cascabela gaumeri
Cascabela ovata
Cascabela pinifolia
Cascabela thevetia
Cascabela thevetioides
Casearia aculeata
Casearia arborea
Casearia arguta
Casearia commersoniana
Casearia corymbosa
Casearia guianensis
Casearia nitida
Casearia sylvestris
Casimiroa calderoniae
Casimiroa edulis
Casimiroa greggii
Cassia artemisioides
Cassia fistula
Cassia grandis
Cassia helmsii
Cassia moschata
Cassia nealiae
Cassia phyllodinea
Cassiope lycopodioides
Cassiope mertensiana
Cassiope tetragona
Cassytha filiformis
Castanea crenata
Castanea dentata
Castanea mollissima
Castanea ozarkensis
Castanea pumila
Castanea sativa
Castela emoryi
Castela erecta
Castela peninsularis
Castela polyandra
Castilla elastica
Castilla tunu
Castilleja affinis
Castilleja ambigua
Castilleja angustata
Castilleja angustifolia
Castilleja applegatei
Castilleja aquariensis
Castilleja arachnoidea
Castilleja arvensis
Castilleja aspera
Castilleja attenuata
Castilleja auriculata
Castilleja beldingii
Castilleja bella
Castilleja brevistyla
Castilleja bryantii
Castilleja campestris
Castilleja caudata
Castilleja cervina
Castilleja chambersii
Castilleja chlorosceptron
Castilleja christii
Castilleja chrysantha
Castilleja citrina
Castilleja coccinea
Castilleja covilleana
Castilleja cryptandra
Castilleja cryptantha
Castilleja cusickii
Castilleja densiflora
Castilleja elegans
Castilleja elmeri
Castilleja exserta
Castilleja flava
Castilleja foliolosa
Castilleja fraterna
Castilleja galehintoniae
Castilleja genevievana
Castilleja glandulifera
Castilleja haydenii
Castilleja hirsuta
Castilleja hispida
Castilleja hyperborea
Castilleja indivisa
Castilleja integra
Castilleja integrifolia
Castilleja irasuensis
Castilleja kaibabensis
Castilleja kraliana
Castilleja lacera
Castilleja lanata
Castilleja lemmonii
Castilleja linariifolia
Castilleja lindheimeri
Castilleja lineariloba
Castilleja lineata
Castilleja linifolia
Castilleja lutescens
Castilleja mendocinensis
Castilleja mexicana
Castilleja miniata
Castilleja minor
Castilleja moranensis
Castilleja nana
Castilleja nervata
Castilleja occidentalis
Castilleja oresbia
Castilleja organorum
Castilleja ortegae
Castilleja pallescens
Castilleja pallida
Castilleja parviflora
Castilleja patriotica
Castilleja peckiana
Castilleja pilosa
Castilleja plagiotoma
Castilleja pruinosa
Castilleja puberula
Castilleja pulchella
Castilleja purpurascens
Castilleja purpurea
Castilleja quirosii
Castilleja raupii
Castilleja revealii
Castilleja rhexifolia
Castilleja rigida
Castilleja roei
Castilleja rubicundula
Castilleja rubida
Castilleja scabrida
Castilleja schizotricha
Castilleja scorzonerifolia
Castilleja sessiliflora
Castilleja spiranthoides
Castilleja stenophylla
Castilleja subinclusa
Castilleja suksdorfii
Castilleja talamancensis
Castilleja tenuiflora
Castilleja tenuifolia
Castilleja tenuis
Castilleja thompsonii
Castilleja toluccensis
Castilleja unalaschcensis
Castilleja wootonii
Castilleja xanthotricha
Casuarina cunninghamiana
Casuarina equisetifolia
Catalpa bignonioides
Catalpa longissima
Catalpa macrocarpa
Catalpa ovata
Catalpa speciosa
Catapodium rigidum
Catasetum integerrimum
Catasetum laminatum
Catasetum maculatum
Catasetum viridiflavum
Catesbaea holacantha
Catesbaea parviflora
Catharanthus roseus
Catoferia chiapensis
Catopsis berteroniana
Catopsis compacta
Catopsis floribunda
Catopsis minimiflora
Catopsis morreniana
Catopsis nitida
Catopsis nutans
Catopsis occulta
Catopsis oerstediana
Catopsis paniculata
Catopsis sessiliflora
Catopsis wangerinii
Caulacanthus ustulatus
Caulanthus amplexicaulis
Caulanthus anceps
Caulanthus cooperi
Caulanthus coulteri
Caulanthus crassicaulis
Caulanthus flavescens
Caulanthus glaucus
Caulanthus hallii
Caulanthus heterophyllus
Caulanthus inflatus
Caulanthus lasiophyllus
Caulanthus major
Caulanthus pilosus
Caularthron bilamellatum
Caulerpa ashmeadii
Caulerpa cupressoides
Caulerpa macrophysa
Caulerpa mexicana
Caulerpa paspaloides
Caulerpa prolifera
Caulerpa racemosa
Caulerpa serrulata
Caulerpa sertularioides
Caulerpa taxifolia
Caulerpa verticillata
Caulophyllum giganteum
Caulophyllum thalictroides
Cavendishia bracteata
Cavendishia complectens
Cayaponia attenuata
Cayaponia quinqueloba
Cayaponia racemosa
Cayratia japonica
Ceanothus americanus
Ceanothus arboreus
Ceanothus arcuatus
Ceanothus buxifolius
Ceanothus caeruleus
Ceanothus cordulatus
Ceanothus crassifolius
Ceanothus cuneatus
Ceanothus decornutus
Ceanothus dentatus
Ceanothus diversifolius
Ceanothus fendleri
Ceanothus foliosus
Ceanothus gloriosus
Ceanothus greggii
Ceanothus griseus
Ceanothus herbaceus
Ceanothus impressus
Ceanothus incanus
Ceanothus integerrimus
Ceanothus jepsonii
Ceanothus lemmonii
Ceanothus leucodermis
Ceanothus martinii
Ceanothus megacarpus
Ceanothus microphyllus
Ceanothus oliganthus
Ceanothus otayensis
Ceanothus palmeri
Ceanothus papillosus
Ceanothus parryi
Ceanothus parvifolius
Ceanothus pendletonensis
Ceanothus prostratus
Ceanothus pumilus
Ceanothus sanguineus
Ceanothus sorediatus
Ceanothus spinosus
Ceanothus thyrsiflorus
Ceanothus tomentosus
Ceanothus velutinus
Ceanothus verrucosus
Cecropia insignis
Cecropia obtusifolia
Cecropia peltata
Cecropia schreberiana
Cedrela oaxacensis
Cedrela odorata
Cedrela salvadorensis
Cedrela tonduzii
Cedrus atlantica
Cedrus deodara
Ceiba acuminata
Ceiba aesculifolia
Ceiba pentandra
Ceiba schottii
Ceiba speciosa
Celastrus orbiculatus
Celastrus scandens
Celastrus vulcanicola
Celosia argentea
Celosia floribunda
Celosia nitida
Celosia spicata
Celtis caudata
Celtis ehrenbergiana
Celtis iguanaea
Celtis laevigata
Celtis occidentalis
Celtis schippii
Celtis sinensis
Celtis tenuifolia
Celtis trinervia
Cenchrus alopecuroides
Cenchrus americanus
Cenchrus brownii
Cenchrus ciliaris
Cenchrus clandestinus
Cenchrus cupreus
Cenchrus echinatus
Cenchrus longisetus
Cenchrus longispinus
Cenchrus multiflorus
Cenchrus myosuroides
Cenchrus palmeri
Cenchrus purpureus
Cenchrus setaceus
Cenchrus spinifex
Cenchrus tribuloides
Cenostigma eriostachys
Cenostigma gaumeri
Centaurea benedicta
Centaurea calcitrapa
Centaurea cineraria
Centaurea cyanus
Centaurea diffusa
Centaurea diluta
Centaurea gerstlaueri
Centaurea jacea
Centaurea macrocephala
Centaurea melitensis
Centaurea moncktonii
Centaurea montana
Centaurea nigra
Centaurea nigrescens
Centaurea scabiosa
Centaurea solstitialis
Centaurea stoebe
Centaurea varnensis
Centaurea virgata
Centaurium capense
Centaurium erythraea
Centaurium pulchellum
Centaurium tenuiflorum
Centella asiatica
Centella erecta
Centradenia grandifolia
Centradenia inaequilateralis
Centranthus ruber
Centratherum punctatum
Centroceras clavulatum
Centromadia fitchii
Centromadia parryi
Centromadia perennis
Centromadia pungens
Centropogon coccineus
Centropogon congestus
Centropogon cordifolius
Centropogon costaricae
Centropogon grandidentatus
Centropogon granulosus
Centropogon gutierrezii
Centropogon solanifolius
Centropogon talamancensis
Centrosema arenicola
Centrosema macrocarpum
Centrosema molle
Centrosema pascuorum
Centrosema plumieri
Centrosema pubescens
Centrosema sagittatum
Centrosema schottii
Centrosema virginianum
